id_composicao,id,coeficiente
101796,660,20.895
101797,103670,0.2435
101797,101617,2.7
101797,94970,0.6458
101797,92771,14.8697
101797,92411,3.465
101797,89998,3.8254
101797,89995,0.0954
101797,88628,0.4998
101797,88316,15.362
101797,88309,19.5517
101797,87316,0.0801
101797,44310,12
101797,44308,2
101797,44279,8
101797,25067,97.0315
101797,6193,0.966
101797,5679,0.1931
101797,5678,0.0947
101797,5069,0.0273
101797,4517,0.308
101797,4491,0.259
101797,2692,0.0119
101797,660,32.55
101802,101616,1.69
101802,97736,0.1677
101802,94970,0.2279
101802,89998,2.9616
101802,89995,0.0738
101802,88628,0.3131
101802,88316,9.9468
101802,88309,12.6595
101802,87316,0.0525
101802,25067,62.7938
101802,6193,0.7728
101802,5679,0.138
101802,5678,0.0677
101802,5069,0.0218
101802,4517,0.2464
101802,4491,0.2072
101802,2692,0.0095
101802,660,25.2
101803,101616,0.81
101803,100475,0.1848
101803,97735,0.0717
101803,97734,0.0108
101803,94970,0.1163
101803,89998,1.9744
101803,89995,0.0492
101803,88316,5.9857
101803,88309,7.6182
101803,87316,0.0328
101803,25067,33.2907
101803,6193,0.552
101803,5679,0.0729
101803,5678,0.0358
101803,5069,0.0156
101803,4517,0.176
101803,4491,0.148
101803,2692,0.0068
101803,660,16.8
101804,101616,1.21
101804,100475,0.2481
101804,97736,0.1157
101804,97734,0.0144
101804,94970,0.1675
101804,89998,2.468
101804,89995,0.0615
101804,88316,7.8952
101804,88309,10.0485
101804,87316,0.0423
101804,25067,41.6907
101804,6193,0.6624
101804,5679,0.112
101804,5678,0.055
101804,5069,0.0187
101804,4517,0.2112
101804,4491,0.1776
101804,2692,0.0082
101804,660,21
101805,101616,1.69
101805,100475,0.3194
101805,97736,0.1677
101805,97734,0.018
101805,94970,0.2279
101805,89998,2.9616
101805,89995,0.0738
101805,88316,9.8832
101805,88309,12.5786
101805,87316,0.0521
101805,25067,50.0907
101805,6193,0.7728
101805,5679,0.138
101805,5678,0.0677
101805,5069,0.0218
101805,4517,0.2464
101805,4491,0.2072
101805,2692,0.0095
101805,660,25.2
98115,97735,0.0385
98115,88316,0.0798
98115,88309,0.1015
98114,94970,0.0281
98114,88316,0.9023
98114,88309,1.1484
98114,11301,1
98112,101618,0.0215
98112,88316,0.3405
98112,88309,0.4334
98112,7274,1
100128,101618,0.077
100128,88316,0.3869
100128,88309,0.4925
100128,44326,1
102623,102607,1
102623,102595,1
102623,102591,3
102623,94796,1
102623,94705,1
102623,94703,3
102623,94692,1
102623,94688,1
102623,94676,1
102623,94672,2
102623,94650,0.95
102623,94648,1.8
102623,94491,1
102623,94489,2
102607,88267,0.151
102607,88248,0.151
102607,34636,1
102608,88267,0.2008
102608,88248,0.2008
102608,34639,1
102609,88267,0.2686
102609,88248,0.2686
102609,34640,1
102610,88267,0.337
102610,88248,0.337
102610,43977,1
102622,102605,1
102622,102593,1
102622,102591,3
102622,94796,1
102622,94704,1
102622,94703,3
102622,94690,1
102622,94688,1
102622,94674,1
102622,94672,2
102622,94649,0.85
102622,94648,1.4
102622,94490,1
102622,94489,2
102605,88267,0.1052
102605,88248,0.1052
102605,34637,1
102606,88267,0.1297
102606,88248,0.1297
102606,34638,1
102613,88267,0.1537
102613,88248,0.1537
102613,11868,1
102619,93288,2.3611
102619,93287,0.2634
102619,88267,1.4821
102619,88248,1.4821
102619,37106,1
102614,88267,0.1975
102614,88248,0.1975
102614,11869,1
102620,93288,2.3611
102620,93287,0.2634
102620,88267,1.4821
102620,88248,1.4821
102620,43981,1
102615,88267,0.2473
102615,88248,0.2473
102615,37104,1
102621,93288,2.3611
102621,93287,0.2634
102621,88267,1.4821
102621,88248,1.4821
102621,43982,1
102616,88267,0.325
102616,88248,0.325
102616,43978,1
102611,88267,0.1151
102611,88248,0.1151
102611,11871,1
102617,93288,2.3611
102617,93287,0.2634
102617,88267,1.4821
102617,88248,1.4821
102617,37105,1
102618,93288,2.3611
102618,93287,0.2634
102618,88267,1.4821
102618,88248,1.4821
102618,43980,1
102612,88267,0.1278
102612,88248,0.1278
102612,43979,1
102603,88267,0.2039
102603,88248,0.2039
102587,88267,0.07
102587,88248,0.07
102589,88267,0.0778
102589,88248,0.0778
102591,88267,0.0857
102591,88248,0.0857
102593,88267,0.0967
102593,88248,0.0967
102595,88267,0.1093
102595,88248,0.1093
102597,88267,0.1251
102597,88248,0.1251
102599,88267,0.1408
102599,88248,0.1408
102601,88267,0.1645
102601,88248,0.1645
102604,88267,0.2351
102604,88248,0.2351
102588,88267,0.1012
102588,88248,0.1012
102590,88267,0.1091
102590,88248,0.1091
102592,88267,0.1169
102592,88248,0.1169
102594,88267,0.128
102594,88248,0.128
102596,88267,0.1406
102596,88248,0.1406
102598,88267,0.1563
102598,88248,0.1563
102600,88267,0.1721
102600,88248,0.1721
102602,88267,0.1957
102602,88248,0.1957
103005,103001,1
103005,101616,0.585
103005,96536,0.62
103005,94970,0.0896
103005,89998,1.9127
103005,89995,0.062
103005,88628,0.0847
103005,88316,1.9368
103005,88309,2.4651
103005,87316,0.0083
103005,7258,97.3869
103005,6193,0.5382
103005,5069,0.0152
103005,4517,0.1716
103005,4491,0.1443
103005,2692,0.0066
103006,103002,1
103006,101616,0.65
103006,96536,0.64
103006,94970,0.0977
103006,89998,1.9744
103006,89995,0.064
103006,88628,0.1269
103006,88316,2.7407
103006,88309,3.4883
103006,87316,0.0114
103006,7258,149.9159
103006,6193,0.552
103006,5069,0.0156
103006,4517,0.176
103006,4491,0.148
103006,2692,0.0068
103007,103003,1
103007,101616,0.78
103007,96536,0.68
103007,94970,0.114
103007,89998,2.0978
103007,89995,0.068
103007,88628,0.18
103007,88316,3.7725
103007,88309,4.8014
103007,87316,0.0154
103007,7258,213.5523
103007,6193,0.5796
103007,5069,0.0164
103007,4517,0.1848
103007,4491,0.1554
103007,2692,0.0071
103004,88316,0.4128828
103004,88309,0.4128828
103004,44063,1
103004,37595,6.5681445
102989,88629,0.0013095
102989,88316,0.2440308
102989,88309,0.2440308
102989,13115,1.03
102990,88629,0.001991
102990,88316,0.3191851
102990,88309,0.3191851
102990,10541,1.03
102991,88629,0.0027258
102991,88316,0.4235508
102991,88309,0.4235508
102991,10542,1.03
102992,88629,0.0035588
102992,88316,0.2746726
102992,88309,0.1373363
102992,10543,1.03
102992,5632,0.0970983
102992,5631,0.040238
102993,88629,0.0045452
102993,88316,0.3622664
102993,88309,0.1811332
102993,10544,1.03
102993,5632,0.1280632
102993,5631,0.05307
102994,88629,0.0073785
102994,88316,0.6821455
102994,88309,0.3410727
102994,10545,1.03
102994,5632,0.2411422
102994,5631,0.0999305
106017,88629,0.0053715
106017,88316,0.2623877
106017,88309,0.1311939
106017,45374,1
106017,45373,1.03
106017,5632,0.0927555
106017,5631,0.0384383
105944,100205,0.0124219
105944,94964,1.2421875
105944,88316,3.0835478
105944,88309,3.0835478
106004,105944,0.08
106004,97114,0.0833333
106004,96536,1
106004,92915,2.618
106005,105944,0.095
106005,97114,0.0958333
106005,96536,1.2
106005,92915,3.003
106006,105944,0.11
106006,97114,0.1083333
106006,96536,1.4
106006,92915,3.85
106007,105944,0.125
106007,97114,0.1208333
106007,96536,1.6
106007,92915,4.389
106008,105944,0.14
106008,97114,0.1333333
106008,96536,1.8
106008,92915,4.928
106009,105944,0.17
106009,97114,0.1583333
106009,96536,2.2
106009,92915,6.314
106010,105944,0.2
106010,97114,0.1833333
106010,96536,2.6
106010,92915,7.238
106011,105944,0.38
106011,97114,0.1617851
106011,96536,2.2414214
106011,92919,7.404
106011,92917,3.0415
106011,92916,16.6649
106013,105944,0.472
106013,97114,0.2151184
106013,96536,3.1214214
106013,92919,9.88434
106013,92917,4.3055
106013,92916,18.51465
106012,105944,0.412
106012,97114,0.1817851
106012,96536,2.3214214
106012,92919,9.872
106012,92917,3.5155
106012,92916,18.02465
106014,105944,0.384
106014,97114,0.2033333
106014,96536,2.28
106014,92919,12.8336
106014,92917,23.9528
106014,92916,17.0667
106015,105944,0.504
106015,97114,0.2533333
106015,96536,3.48
106015,92919,12.83977
106015,92917,27.6184
106015,92916,17.0667
106016,105944,0.624
106016,97114,0.3033333
106016,96536,4.68
106016,92919,12.84594
106016,92917,32.3584
106016,92916,17.0667
106003,105945,1.8239
106003,105944,0.1342
106003,97114,0.1519933
106003,97090,3.690819
105997,105945,1.0582
105997,105944,0.073
105997,97114,0.0881861
105997,97090,2.0063111
105998,105945,1.1582
105998,105944,0.081
105998,97114,0.0965195
105998,97090,2.2263111
105999,105945,1.2997
105999,105944,0.0923
105999,97114,0.1083046
105999,97090,2.5374381
106000,105945,1.4411
106000,105944,0.1036
106000,97114,0.1200897
106000,97090,2.8485651
106001,105945,1.5411
106001,105944,0.1116
106001,97114,0.128423
106001,97090,3.0685651
106002,105945,1.6825
106002,105944,0.1229
106002,97114,0.1402082
106002,97090,3.3796921
105992,105945,1.5411
105992,105944,0.1116
105992,97114,0.128423
105993,105945,1.8239
105993,105944,0.1342
105993,97114,0.1519933
105994,105945,2.2068
105994,105944,0.1648
105994,97114,0.1838968
105995,105945,2.5896
105995,105944,0.1955
105995,97114,0.2158004
105996,105945,2.7896
105996,105944,0.2115
105996,97114,0.2324671
105988,105945,1.0582
105988,105944,0.073
105988,97114,0.0881861
105989,105945,1.1582
105989,105944,0.081
105989,97114,0.0965195
105990,105945,1.2997
105990,105944,0.0923
105990,97114,0.1083046
105991,105945,1.4411
105991,105944,0.1036
105991,97114,0.1200897
105987,105945,1.7410765
105987,105944,0.1275842
105987,97114,0.1450897
105986,105945,2.1410765
105986,105944,0.1595842
105986,97114,0.178423
106019,88316,0.0191939
106019,88309,0.0191939
106019,45371,1
103001,88629,0.0050429
103001,88316,0.2472797
103001,88309,0.2472797
103001,11235,1
103002,88629,0.0052621
103002,88316,0.257523
103002,88309,0.257523
103002,11236,1
103003,88629,0.0057007
103003,88316,0.2780096
103003,88309,0.2780096
103003,11245,1
106018,88316,0.0191939
106018,88309,0.0191939
106018,45370,1
105945,88316,0.1112834
105945,88309,0.1112834
105945,5068,0.0000599
105945,4509,0.55
98522,94974,0.0145
98522,88316,1.1229
98522,88309,1.1229
98522,43130,0.0586
98522,10937,1.9231
98522,4460,2.2
98522,4417,0.088
98522,4107,0.3846
98523,94974,0.012
98523,88316,1.2875
98523,88315,1.2875
98523,44234,2.3438
98523,44229,4.6875
98523,44164,0.3906
98523,43658,1.97
102364,94962,0.0045
102364,88316,0.9774
102364,88315,0.9774
102364,43130,0.0797
102364,11002,0.0025
102364,7698,0.8701
102364,7696,0.6105
102364,7162,1.0203
102363,94962,0.0045
102363,88316,0.9774
102363,88315,0.9774
102363,43130,0.0797
102363,11002,0.0025
102363,7698,0.8701
102363,7696,0.6105
102363,7158,1.0203
102362,94962,0.0045
102362,88316,0.9974
102362,88315,0.9774
102362,43130,0.0797
102362,11002,0.0025
102362,7698,0.8701
102362,7696,0.6105
102362,7167,1.0203
101196,94962,0.0241
101196,88316,0.8996
101196,88309,0.8996
101196,44482,0.4
101196,43130,0.0862
101196,4111,0.04
101196,346,0.54
101195,94962,0.0241
101195,88316,0.7607
101195,88309,0.7607
101195,44482,0.4
101195,43130,0.0647
101195,4111,0.04
101195,346,0.405
101193,94962,0.009
101193,88316,0.528
101193,88309,0.528
101193,43130,0.0287
101193,4107,0.4
101193,346,0.18
101192,94962,0.009
101192,88316,0.528
101192,88309,0.528
101192,43130,0.287
101192,4107,0.4
101192,339,4
101194,94962,0.009
101194,88316,0.528
101194,88309,0.528
101194,43130,0.0287
101194,4107,0.4
101194,346,0.09
101194,339,2
101190,94962,0.009
101190,88316,0.528
101190,88309,0.528
101190,43130,0.0287
101190,4102,0.4
101190,346,0.18
101189,94962,0.009
101189,88316,0.528
101189,88309,0.528
101189,43130,0.0287
101189,4102,0.4
101189,339,4
101191,94962,0.009
101191,88316,0.528
101191,88309,0.528
101191,43130,0.0287
101191,4102,0.4
101191,346,0.09
101191,339,2
101198,94962,0.009
101198,88316,0.8519
101198,88309,0.8519
101198,43130,0.079
101198,4114,0.4
101198,346,0.495
101197,94962,0.09
101197,88316,0.8519
101197,88309,0.8519
101197,43130,0.079
101197,4114,0.4
101197,339,11
101199,94962,0.009
101199,88316,0.8519
101199,88309,0.8519
101199,43130,0.079
101199,4114,0.4
101199,346,0.27
101199,339,5
101203,88262,0.5307
101203,88239,0.5307
101203,21138,0.88
101203,5076,0.012
101203,346,0.225
101202,88262,0.5307
101202,88239,0.5307
101202,21138,0.88
101202,5076,0.012
101202,339,5
101204,88262,0.5307
101204,88239,0.5307
101204,21138,0.88
101204,5076,0.012
101204,346,0.135
101204,339,2
101200,88262,0.4939
101200,88239,0.4939
101200,5076,0.0096
101200,4433,1
101200,339,4
101201,88262,0.641
101201,88239,0.641
101201,5076,0.0192
101201,4433,1
101201,339,8
101205,101202,1
101188,88316,0.0926
101188,88309,0.0926
101188,43130,0.0072
101188,339,1
87905,88316,0.0575
87905,88309,0.1724
87905,87313,0.0037
87904,88316,0.0575
87904,88309,0.1724
87904,87377,0.0037
87908,90669,0.0932
87908,90668,0.0023
87908,88316,0.0318
87908,88309,0.0955
87908,87313,0.0037
87907,90669,0.0932
87907,90668,0.0023
87907,88316,0.0318
87907,88309,0.0955
87907,87377,0.0037
87903,88316,0.0358
87903,88309,0.1074
87903,87393,0.0015
87902,88316,0.0358
87902,88309,0.1074
87902,87401,0.0015
87900,88316,0.0358
87900,88309,0.1074
87900,87325,0.0015
87899,88316,0.0358
87899,88309,0.1074
87899,87381,0.0015
87894,88316,0.0465
87894,88309,0.1394
87894,87313,0.0037
87893,88316,0.0465
87893,88309,0.1394
87893,87377,0.0037
87897,90669,0.069
87897,90668,0.0017
87897,88316,0.0235
87897,88309,0.0706
87897,87313,0.0037
87896,90669,0.069
87896,90668,0.0017
87896,88316,0.0235
87896,88309,0.0706
87896,87377,0.0037
87892,88316,0.0289
87892,88309,0.0868
87892,87393,0.0015
87891,88316,0.0289
87891,88309,0.0868
87891,87401,0.0015
87889,88316,0.0289
87889,88309,0.0868
87889,87325,0.0015
87888,88316,0.0289
87888,88309,0.0868
87888,87381,0.0015
104411,90669,0.0506
104411,90668,0.0012
104411,88316,0.0194
104411,88309,0.0518
104411,87377,0.0042
104410,90669,0.0506
104410,90668,0.0012
104410,88316,0.0194
104410,88309,0.0518
104410,87377,0.0042
87879,88316,0.0255
87879,88309,0.0681
87879,87313,0.0037
87878,88316,0.0255
87878,88309,0.0681
87878,87377,0.0037
87885,88316,0.0146
87885,88309,0.0389
87885,87393,0.0015
87884,88316,0.0146
87884,88309,0.0389
87884,87401,0.0015
87882,88316,0.0146
87882,88309,0.0389
87882,87325,0.0015
87881,88316,0.0146
87881,88309,0.0389
87881,87381,0.0015
87887,88316,0.0486
87887,88309,0.1295
87887,87396,0.0034
87886,88316,0.0486
87886,88309,0.1295
87886,87402,0.0034
87911,88316,0.0964
87911,88309,0.2892
87911,87396,0.0034
87910,88316,0.0964
87910,88309,0.2892
87910,87402,0.0034
103686,90587,0.405
103686,90586,0.265
103686,88316,0.67
103686,88309,2.681
103686,88262,0.67
103686,1527,1.103
103685,90587,0.12
103685,90586,0.079
103685,88316,0.894
103685,88309,0.795
103685,88262,0.199
103685,1527,1.103
103669,90587,1.417
103669,90586,1.042
103669,88316,7.377
103669,88309,2.459
103669,88262,2.459
103669,38408,1.103
103672,90587,0.13
103672,90586,0.094
103672,88316,1.345
103672,88309,0.224
103672,88262,0.224
103672,1527,1.103
103671,90587,0.224
103671,90586,0.174
103671,88316,1.196
103671,88309,0.399
103671,88262,0.399
103671,38408,1.103
103688,90587,0.456
103688,90586,0.371
103688,88316,4.962
103688,88309,1.654
103688,88262,0.827
103688,38408,1.103
103687,90587,0.874
103687,90586,0.725
103687,88316,11.196
103687,88309,4.798
103687,88262,1.599
103687,38408,1.103
103684,90587,0.051
103684,90586,0.12
103684,88316,1.213
103684,88309,1.026
103684,88262,0.171
103684,1527,1.103
103681,90587,0.156
103681,90586,0.201
103681,88316,1.145
103681,88309,1.428
103681,88262,0.357
103681,38408,1.103
103679,90587,0.291
103679,90586,0.369
103679,88316,4.364
103679,88309,1.32
103679,88262,0.33
103679,38408,1.103
103677,90587,0.249
103677,90586,0.344
103677,88316,5.404
103677,88309,1.777
103677,88262,0.592
103677,38408,1.103
103675,90587,0.131
103675,90586,0.12
103675,88316,0.826
103675,88309,0.753
103675,88262,0.125
103675,1527,1.103
103680,90587,0.377
103680,90586,0.542
103680,88316,2.83
103680,88309,3.675
103680,88262,0.919
103680,38408,1.103
103678,90587,0.509
103678,90586,0.706
103678,88316,7.973
103678,88309,2.431
103678,88262,0.608
103678,38408,1.103
103676,90587,0.466
103676,90586,0.681
103676,88316,10.4
103676,88309,3.442
103676,88262,1.147
103676,38408,1.103
103674,90587,0.179
103674,90586,0.194
103674,88316,1.192
103674,88309,1.119
103674,88262,0.186
103674,1527,1.103
103683,90587,0.477
103683,90586,1.806
103683,88316,16.074
103683,88309,6.857
103683,88262,2.286
103683,38408,1.103
103682,90587,0.249
103682,90586,0.942
103682,88316,8.407
103682,88309,3.571
103682,88262,1.19
103682,38408,1.103
103670,90587,1.417
103670,90586,1.042
103670,88316,7.377
103670,88309,2.459
103670,88262,2.459
103673,90587,0.13
103673,90586,0.094
103673,88316,1.345
103673,88309,0.224
103673,88262,0.224
91084,102726,0.25
91084,95967,0.3186
91084,90982,1.0067
91084,90979,0.047
91084,90657,1.0067
91084,90656,0.047
91084,90651,1.0067
91084,90650,0.047
91084,88831,0.2314
91084,88830,0.0872
91084,88377,0.3186
91084,88316,0.9558
91084,88309,0.3186
91084,88297,0.6372
91084,39014,5.896
91084,4720,0.0654
91084,1379,51.4186
91084,370,0.1292
91080,102726,0.25
91080,95967,0.1925
91080,90982,0.6083
91080,90979,0.0284
91080,90663,0.6083
91080,90662,0.0284
91080,90651,0.6083
91080,90650,0.0284
91080,88831,0.1053
91080,88830,0.0872
91080,88377,0.1925
91080,88316,0.5775
91080,88309,0.1925
91080,88297,0.385
91080,39014,5.896
91080,4720,0.0654
91080,1379,51.4186
91080,370,0.1292
91101,102726,0.25
91101,95967,0.2774
91101,90982,0.8766
91101,90979,0.0409
91101,90657,0.8766
91101,90656,0.0409
91101,90651,0.8766
91101,90650,0.0409
91101,88831,0.1902
91101,88830,0.0872
91101,88377,0.2774
91101,88316,0.8322
91101,88309,0.2774
91101,88297,0.5548
91101,39014,5.8732
91101,4720,0.0652
91101,1379,51.2202
91101,370,0.1287
91097,102726,0.25
91097,95967,0.1766
91097,90982,0.5582
91097,90979,0.0261
91097,90663,0.5582
91097,90662,0.0261
91097,90651,0.5582
91097,90650,0.0261
91097,88831,0.0894
91097,88830,0.0872
91097,88377,0.1766
91097,88316,0.5299
91097,88309,0.1766
91097,88297,0.3533
91097,39014,5.896
91097,4720,0.0654
91097,1379,51.4186
91097,370,0.1292
91082,102726,0.25
91082,95967,0.2776
91082,90982,0.8773
91082,90979,0.041
91082,90657,0.8773
91082,90656,0.041
91082,90651,0.8773
91082,90650,0.041
91082,88831,0.1904
91082,88830,0.0872
91082,88377,0.2776
91082,88316,0.8329
91082,88297,0.5553
91082,39014,5.896
91082,4720,0.0654
91082,1379,51.4186
91082,370,0.1292
91078,102726,0.25
91078,95967,0.1767
91078,90982,0.5585
91078,90979,0.0261
91078,90663,0.5585
91078,90662,0.0261
91078,90651,0.5585
91078,90650,0.0261
91078,88831,0.0895
91078,88830,0.0872
91078,88377,0.1767
91078,88316,0.5302
91078,88297,0.3535
91078,39014,5.896
91078,4720,0.0654
91078,1379,51.4186
91078,370,0.1292
91099,102726,0.25
91099,95967,0.2458
91099,90982,0.7768
91099,90979,0.0363
91099,90657,0.7768
91099,90656,0.0363
91099,90651,0.7768
91099,90650,0.0363
91099,88831,0.1586
91099,88830,0.0872
91099,88377,0.2458
91099,88316,0.7375
91099,88297,0.4916
91099,39014,5.896
91099,4720,0.0654
91099,1379,51.4186
91099,370,0.1292
91095,102726,0.25
91095,95967,0.1633
91095,90982,0.516
91095,90979,0.0241
91095,90663,0.516
91095,90662,0.0241
91095,90651,0.516
91095,90650,0.0241
91095,88831,0.0761
91095,88830,0.0872
91095,88377,0.1633
91095,88316,0.4899
91095,88297,0.3266
91095,39014,5.896
91095,4720,0.0654
91095,1379,51.4186
91095,370,0.1292
91076,102726,0.25
91076,95967,0.7388
91076,90982,0.8712
91076,90979,0.0407
91076,90657,0.8712
91076,90656,0.0407
91076,90651,0.8712
91076,90650,0.0407
91076,88831,0.6545
91076,88830,0.0843
91076,88377,0.7388
91076,88316,2.2163
91076,88309,0.7388
91076,88297,1.4775
91076,7155,1.1845
91076,4720,0.0748
91076,1379,51.4186
91076,370,0.1159
91072,102726,0.25
91072,95967,0.639
91072,90982,0.556
91072,90979,0.026
91072,90663,0.556
91072,90662,0.026
91072,90651,0.556
91072,90650,0.026
91072,88831,0.5547
91072,88830,0.0843
91072,88377,0.639
91072,88316,1.917
91072,88309,0.639
91072,88297,1.278
91072,7155,1.1845
91072,4720,0.0748
91072,1379,51.4186
91072,370,0.1159
91093,102726,0.25
91093,95967,0.7914
91093,90982,0.772
91093,90979,0.036
91093,90657,0.772
91093,90656,0.036
91093,90651,0.772
91093,90650,0.036
91093,88831,0.7071
91093,88830,0.0843
91093,88377,0.7914
91093,88316,2.3743
91093,88309,0.7914
91093,88297,1.5829
91093,7155,1.219
91093,4720,0.0748
91093,1379,51.4186
91093,370,0.1159
91089,102726,0.25
91089,95967,0.7097
91089,90982,0.5139
91089,90979,0.024
91089,90663,0.5139
91089,90662,0.024
91089,90651,0.5139
91089,90650,0.024
91089,88831,0.6254
91089,88830,0.0843
91089,88377,0.7097
91089,88316,2.1292
91089,88309,0.7097
91089,88297,1.4195
91089,7155,1.219
91089,4720,0.0748
91089,1379,51.4186
91089,370,0.1159
91074,102726,0.25
91074,95967,0.3977
91074,90982,0.7726
91074,90979,0.0361
91074,90657,0.7726
91074,90656,0.0361
91074,90651,0.7726
91074,90650,0.0361
91074,88831,0.3134
91074,88830,0.0843
91074,88377,0.3977
91074,88316,1.1931
91074,88297,0.7954
91074,7155,1.1845
91074,4720,0.0748
91074,1379,51.4186
91074,370,0.1159
91070,102726,0.25
91070,95967,0.3159
91070,90982,0.5141
91070,90979,0.024
91070,90663,0.5141
91070,90662,0.024
91070,90651,0.5141
91070,90650,0.024
91070,88831,0.2316
91070,88830,0.0843
91070,88377,0.3159
91070,88316,0.9478
91070,88297,0.6318
91070,7155,1.1845
91070,4720,0.0748
91070,1379,51.4186
91070,370,0.1159
91091,102726,0.25
91091,95967,0.4568
91091,90982,0.6935
91091,90979,0.0324
91091,90657,0.6935
91091,90656,0.0324
91091,90651,0.6935
91091,90650,0.0324
91091,88831,0.3725
91091,88830,0.0843
91091,88377,0.4568
91091,88316,1.3703
91091,88297,0.9135
91091,7155,1.219
91091,4720,0.0748
91091,1379,51.4186
91091,370,0.1159
91087,102726,0.25
91087,95967,0.3885
91087,90982,0.4779
91087,90979,0.0223
91087,90663,0.4779
91087,90662,0.0223
91087,90651,0.4779
91087,90650,0.0223
91087,88831,0.3042
91087,88830,0.0843
91087,88377,0.3885
91087,88316,1.1656
91087,88297,0.777
91087,7155,1.219
91087,4720,0.0748
91087,1379,51.4186
91087,370,0.1159
91083,102726,0.25
91083,95967,0.4974
91083,90982,1.5717
91083,90979,0.0734
91083,90657,1.5717
91083,90656,0.0734
91083,90651,1.5717
91083,90650,0.0734
91083,88831,0.4364
91083,88830,0.061
91083,88377,0.4974
91083,88316,1.4922
91083,88309,0.4974
91083,88297,0.9948
91083,39014,5.0033
91083,4720,0.0555
91083,1379,43.6336
91083,370,0.1097
91079,102726,0.25
91079,95967,0.2021
91079,90982,0.6386
91079,90979,0.0298
91079,90663,0.6386
91079,90662,0.0298
91079,90651,0.6386
91079,90650,0.0298
91079,88831,0.1411
91079,88830,0.061
91079,88377,0.2021
91079,88316,0.6063
91079,88309,0.2021
91079,88297,0.4042
91079,39014,5.0033
91079,4720,0.0555
91079,1379,43.6336
91079,370,0.1097
91100,102726,0.25
91100,95967,0.3737
91100,90982,1.1807
91100,90979,0.0551
91100,90657,1.1807
91100,90656,0.0551
91100,90651,1.1807
91100,90650,0.0551
91100,88831,0.3126
91100,88830,0.061
91100,88377,0.3737
91100,88316,1.121
91100,88309,0.3737
91100,88297,0.7473
91100,39014,5.0033
91100,4720,0.0555
91100,1379,43.6336
91100,370,0.1097
91096,102726,0.25
91096,95967,0.1781
91096,90982,0.5629
91096,90979,0.0263
91096,90663,0.5629
91096,90662,0.0263
91096,90651,0.5629
91096,90650,0.0263
91096,88831,0.1171
91096,88830,0.061
91096,88377,0.1781
91096,88316,0.5344
91096,88309,0.1781
91096,88297,0.3563
91096,39014,5.0033
91096,4720,0.0555
91096,1379,43.6336
91096,370,0.1097
91081,102726,0.25
91081,95967,0.3742
91081,90982,1.1826
91081,90979,0.0552
91081,90657,1.1826
91081,90656,0.0552
91081,90651,1.1826
91081,90650,0.0552
91081,88831,0.3132
91081,88830,0.061
91081,88377,0.3742
91081,88316,1.1227
91081,88297,0.7485
91081,39014,5.0033
91081,4720,0.0555
91081,1379,43.6336
91081,370,0.1097
91077,102726,0.25
91077,95967,0.1783
91077,90982,0.5633
91077,90979,0.0263
91077,90663,0.5633
91077,90662,0.0263
91077,90651,0.5633
91077,90650,0.0263
91077,88831,0.1172
91077,88830,0.061
91077,88377,0.1783
91077,88316,0.5348
91077,88297,0.3565
91077,39014,5.0033
91077,4720,0.0555
91077,1379,43.6336
91077,370,0.1097
91098,102726,0.25
91098,95967,0.2996
91098,90982,0.9467
91098,90979,0.0442
91098,90657,0.9467
91098,90656,0.0442
91098,90651,0.9467
91098,90650,0.0442
91098,88831,0.2385
91098,88830,0.061
91098,88377,0.2996
91098,88316,0.8988
91098,88297,0.5992
91098,39014,5.0033
91098,4720,0.0555
91098,1379,43.6336
91098,370,0.1097
91094,102726,0.25
91094,95967,0.1594
91094,90982,0.5035
91094,90979,0.0235
91094,90663,0.5035
91094,90662,0.0235
91094,90651,0.5035
91094,90650,0.0235
91094,88831,0.0983
91094,88830,0.061
91094,88377,0.1594
91094,88316,0.4781
91094,88297,0.3187
91094,39014,5.0033
91094,4720,0.0555
91094,1379,43.6336
91094,370,0.1097
91075,102726,0.25
91075,95967,0.8323
91075,90982,1.1669
91075,90979,0.0545
91075,90657,1.1669
91075,90656,0.0545
91075,90651,1.1669
91075,90650,0.0545
91075,88831,0.7733
91075,88830,0.059
91075,88377,0.8323
91075,88316,2.497
91075,88309,0.8323
91075,88297,1.6647
91075,7155,1.1845
91075,4720,0.0635
91075,1379,43.6336
91075,370,0.0983
91071,102726,0.25
91071,95967,0.6402
91071,90982,0.5597
91071,90979,0.0261
91071,90663,0.5597
91071,90662,0.0261
91071,90651,0.5597
91071,90650,0.0261
91071,88831,0.5812
91071,88830,0.059
91071,88377,0.6402
91071,88316,1.9206
91071,88309,0.6402
91071,88297,1.2804
91071,7155,1.1845
91071,4720,0.0635
91071,1379,43.6336
91071,370,0.0983
91092,102726,0.25
91092,95967,0.8435
91092,90982,0.9366
91092,90979,0.0437
91092,90657,0.9366
91092,90656,0.0437
91092,90651,0.9366
91092,90650,0.0437
91092,88831,0.7845
91092,88830,0.059
91092,88377,0.8435
91092,88316,2.5306
91092,88309,0.8435
91092,88297,1.6871
91092,7155,1.219
91092,4720,0.0635
91092,1379,43.6336
91092,370,0.0983
91088,102726,0.25
91088,95967,0.7056
91088,90982,0.5007
91088,90979,0.0234
91088,90663,0.5007
91088,90662,0.0234
91088,90651,0.5007
91088,90650,0.0234
91088,88831,0.6466
91088,88830,0.059
91088,88377,0.7056
91088,88316,2.1167
91088,88309,0.7056
